mapped_snp,mapped_snp_gene,mapped_snp_mirna,ld_snp,r^2,chromosome,ld_snp_position,ld_gene_symbol,effect_size,p_adjust,tissue,gwas_id,gwas_phenotype
rs11191548,NT5C2,miR-1-3p/206,rs3824755,0.9307,10,104595849,CYP17A1,-0.447511,9.46824e-05,Skin_Sun_Exposed_Lower_leg,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs3824755,0.9307,10,104595849,CYP17A1,-0.479367,4.51281e-05,Testis,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs3824755,0.9307,10,104595849,CYP17A1,-0.546869,5.81481e-06,Skin_Not_Sun_Exposed_Suprapubic,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs3824755,0.9307,10,104595849,CYP17A1,-0.650903,1.10332e-10,Thyroid,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs3824755,0.9307,10,104595849,CYP17A1,0.489749,1.3543e-06,Testis,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs3824755,0.9307,10,104595849,CYP17A1,0.503576,4.92111e-05,Adipose_Visceral_Omentum,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs3824755,0.9307,10,104595849,CYP17A1,0.639322,1.18469e-05,Pancreas,24001895,blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.167803,0.000215526,Cells_Transformed_fibroblasts,25249183,diastolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.167803,0.000215526,Cells_Transformed_fibroblasts,25249183,hypertension
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.167803,0.000215526,Cells_Transformed_fibroblasts,25249183,systolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.167803,0.000215526,Cells_Transformed_fibroblasts,28348047,diastolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.167803,0.000215526,Cells_Transformed_fibroblasts,28348047,mean arterial pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.318437,6.17749e-07,Thyroid,25249183,diastolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.318437,6.17749e-07,Thyroid,25249183,hypertension
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.318437,6.17749e-07,Thyroid,25249183,systolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.318437,6.17749e-07,Thyroid,28348047,diastolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.318437,6.17749e-07,Thyroid,28348047,mean arterial pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.36323,6.47021e-05,Artery_Aorta,25249183,diastolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.36323,6.47021e-05,Artery_Aorta,25249183,hypertension
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.36323,6.47021e-05,Artery_Aorta,25249183,systolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.36323,6.47021e-05,Artery_Aorta,28348047,diastolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.36323,6.47021e-05,Artery_Aorta,28348047,mean arterial pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.446132,9.53924e-05,Skin_Sun_Exposed_Lower_leg,25249183,diastolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.446132,9.53924e-05,Skin_Sun_Exposed_Lower_leg,25249183,hypertension
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.446132,9.53924e-05,Skin_Sun_Exposed_Lower_leg,25249183,systolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.446132,9.53924e-05,Skin_Sun_Exposed_Lower_leg,28348047,diastolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.446132,9.53924e-05,Skin_Sun_Exposed_Lower_leg,28348047,mean arterial pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.472672,5.41514e-05,Testis,25249183,diastolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.472672,5.41514e-05,Testis,25249183,hypertension
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.472672,5.41514e-05,Testis,25249183,systolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.472672,5.41514e-05,Testis,28348047,diastolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.472672,5.41514e-05,Testis,28348047,mean arterial pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.548305,5.80287e-06,Skin_Not_Sun_Exposed_Suprapubic,25249183,diastolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.548305,5.80287e-06,Skin_Not_Sun_Exposed_Suprapubic,25249183,hypertension
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.548305,5.80287e-06,Skin_Not_Sun_Exposed_Suprapubic,25249183,systolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.548305,5.80287e-06,Skin_Not_Sun_Exposed_Suprapubic,28348047,diastolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.548305,5.80287e-06,Skin_Not_Sun_Exposed_Suprapubic,28348047,mean arterial pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.640148,2.59075e-10,Thyroid,25249183,diastolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.640148,2.59075e-10,Thyroid,25249183,hypertension
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.640148,2.59075e-10,Thyroid,25249183,systolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.640148,2.59075e-10,Thyroid,28348047,diastolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,-0.640148,2.59075e-10,Thyroid,28348047,mean arterial pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,0.488691,1.27967e-06,Testis,25249183,diastolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,0.488691,1.27967e-06,Testis,25249183,hypertension
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,0.488691,1.27967e-06,Testis,25249183,systolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,0.488691,1.27967e-06,Testis,28348047,diastolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,0.488691,1.27967e-06,Testis,28348047,mean arterial pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,0.502794,5.22045e-05,Adipose_Visceral_Omentum,25249183,diastolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,0.502794,5.22045e-05,Adipose_Visceral_Omentum,25249183,hypertension
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,0.502794,5.22045e-05,Adipose_Visceral_Omentum,25249183,systolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,0.502794,5.22045e-05,Adipose_Visceral_Omentum,28348047,diastolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,0.502794,5.22045e-05,Adipose_Visceral_Omentum,28348047,mean arterial pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,0.63929,1.18526e-05,Pancreas,25249183,diastolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,0.63929,1.18526e-05,Pancreas,25249183,hypertension
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,0.63929,1.18526e-05,Pancreas,25249183,systolic blood pressure
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,0.63929,1.18526e-05,Pancreas,28348047,diastolic blood pressure (long-term average)
rs11191548,NT5C2,miR-1-3p/206,rs4409766,0.9416,10,104616663,C10ORF32-ASMT,0.63929,1.18526e-05,Pancreas,28348047,mean arterial pressure (long-term average)
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.109773,7.73557e-05,Cells_Transformed_fibroblasts,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.131291,0.000125254,Thyroid,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.176616,6.75936e-05,Whole_Blood,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.177507,2.05161e-05,Esophagus_Mucosa,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.260609,3.84119e-09,Adipose_Subcutaneous,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.293072,3.83339e-09,Esophagus_Mucosa,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.295923,1.01728e-09,Adipose_Visceral_Omentum,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.309885,3.28763e-06,Skin_Not_Sun_Exposed_Suprapubic,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.312219,5.5647e-11,Lung,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.330424,1.14577e-07,Colon_Sigmoid,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.348228,2.22414e-05,Brain_Cerebellum,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.355504,5.0505e-06,Adrenal_Gland,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.357058,1.74771e-09,Heart_Atrial_Appendage,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.360719,3.53758e-12,Nerve_Tibial,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.382264,2.10174e-07,Heart_Left_Ventricle,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.384021,4.63338e-13,Esophagus_Muscularis,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.384176,7.27833e-07,Esophagus_Gastroesophageal_Junction,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.404022,3.69432e-06,Artery_Coronary,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.431066,6.38899e-09,Breast_Mammary_Tissue,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.434736,1.51136e-08,Stomach,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.439294,1.17733e-13,Cells_Transformed_fibroblasts,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.440823,5.4673e-14,Esophagus_Mucosa,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.444182,6.78511e-21,Thyroid,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.491431,2.8433e-06,Cells_EBV-transformed_lymphocytes,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.500331,9.57455e-19,Artery_Tibial,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.517376,3.27442e-08,Pancreas,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.518527,3.40203e-15,Artery_Aorta,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.539122,4.82746e-13,Colon_Transverse,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.540252,1.05838e-06,Prostate,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,-0.622243,6.99422e-09,Spleen,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,0.152201,1.72741e-05,Thyroid,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,0.161931,2.6568e-07,Cells_Transformed_fibroblasts,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,0.229844,1.75994e-07,Esophagus_Mucosa,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,0.24881,2.23751e-11,Whole_Blood,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,0.361681,2.67562e-05,Brain_Cerebellum,22001757,liver enzyme levels
rs12904,EFNA1,miR-200-3p/429,rs10908458,0.9474,1,155126948,HMGN2P18-KRTCAP2,0.376665,1.32077e-05,Spleen,22001757,liver enzyme levels
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.121498,0.000286803,Cells_Transformed_fibroblasts,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.142389,0.000121273,Skin_Sun_Exposed_Lower_leg,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.160327,1.35983e-06,Cells_Transformed_fibroblasts,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.160804,1.69542e-05,Esophagus_Muscularis,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.164961,0.000118414,Skin_Sun_Exposed_Lower_leg,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.17039,4.55206e-05,Breast_Mammary_Tissue,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.172215,0.000169339,Thyroid,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.174474,0.000267348,Artery_Tibial,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.191198,1.08274e-05,Lung,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.191454,2.11006e-07,Whole_Blood,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.195483,5.2564e-05,Artery_Aorta,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.20517,7.20707e-09,Muscle_Skeletal,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.205214,7.50087e-05,Heart_Atrial_Appendage,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.205827,2.10884e-05,Adipose_Subcutaneous,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.206661,2.95896e-06,Skin_Sun_Exposed_Lower_leg,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.207118,4.86481e-05,Lung,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.217932,3.96228e-07,Skin_Sun_Exposed_Lower_leg,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.217957,0.000104886,Muscle_Skeletal,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.217963,1.37573e-09,Lung,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.218683,7.44446e-08,Cells_Transformed_fibroblasts,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.218826,0.000154214,Esophagus_Muscularis,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.219948,7.2026e-05,Artery_Coronary,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.230072,1.7422e-06,Stomach,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.230428,2.49088e-10,Nerve_Tibial,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.237411,4.44331e-05,Adipose_Visceral_Omentum,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.249856,2.62557e-05,Testis,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.250437,1.5667e-07,Esophagus_Mucosa,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.2514,4.32234e-08,Pancreas,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.252637,1.14154e-12,Artery_Tibial,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.254989,3.2974e-06,Skin_Not_Sun_Exposed_Suprapubic,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.257011,2.3514e-06,Artery_Aorta,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.25873,0.00010293,Testis,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.261464,1.23825e-06,Thyroid,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.27174,5.33981e-28,Muscle_Skeletal,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.274181,1.57016e-06,Cells_Transformed_fibroblasts,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.274521,1.03986e-10,Artery_Aorta,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.284213,3.71627e-20,Esophagus_Muscularis,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.298382,1.52878e-05,Vagina,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.301493,7.1498e-11,Artery_Coronary,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.305482,2.43734e-17,Breast_Mammary_Tissue,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.306032,2.77672e-08,Colon_Transverse,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.308457,4.62125e-05,Uterus,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.309378,1.0443e-07,Artery_Tibial,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.320492,1.4758e-05,Adipose_Visceral_Omentum,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.32659,1.16691e-13,Adipose_Subcutaneous,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.326943,7.62291e-20,Skin_Sun_Exposed_Lower_leg,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.336093,1.65541e-10,Nerve_Tibial,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.340259,2.1309e-12,Stomach,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.34073,1.41161e-07,Adipose_Subcutaneous,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.343149,1.46816e-10,Esophagus_Gastroesophageal_Junction,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.343845,9.71769e-05,Colon_Transverse,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.344534,0.00018168,Pancreas,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.350129,3.30141e-09,Uterus,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.352246,1.61842e-06,Prostate,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.353237,1.27848e-15,Adipose_Visceral_Omentum,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.35501,3.45849e-05,Brain_Anterior_cingulate_cortex_BA24,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.365775,1.05311e-05,Brain_Frontal_Cortex_BA9,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.367215,6.03404e-29,Nerve_Tibial,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.374037,4.3814e-30,Lung,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.374702,1.38465e-25,Whole_Blood,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.378536,6.87483e-09,Brain_Anterior_cingulate_cortex_BA24,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.37991,2.46076e-36,Artery_Tibial,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.382086,2.93765e-07,Pancreas,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.382788,8.47409e-17,Skin_Not_Sun_Exposed_Suprapubic,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.384241,2.92951e-30,Adipose_Subcutaneous,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.386147,3.15763e-05,Artery_Coronary,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.39001,5.83612e-07,Thyroid,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.390826,5.5413e-05,Pituitary,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.391369,4.42032e-06,Brain_Nucleus_accumbens_basal_ganglia,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.404843,4.08562e-07,Brain_Caudate_basal_ganglia,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.405677,2.06389e-08,Ovary,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.414187,2.49617e-06,Brain_Hippocampus,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.415098,5.78957e-33,Esophagus_Mucosa,25231870,menarche
rs1464569,NICN1,miR-532-3p,rs7647973,0.9724,3,49510931,DAG1,-0.416089,1.164e-09,Cells_Transformed_fibroblasts,25231870,menarche
