mapped_snp_id,mapped_snps_gene,ld_snp,r^2,ld_snp_chromosome,ld_snp_position,ld_gene_symbol,correlation,p_adjust,regulated_vip_gene,tissue
rs3130665,HCG20,rs3095334,1,6,30742713,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095336,HCG20,rs3095334,1,6,30742713,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132605,HCG20,rs3095334,1,6,30742713,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130665,HCG20,rs3130668,0.881658,6,30743729,HCG20,0.538245,1.35646e-05,HLA-B,Esophagus_Muscularis
rs3095336,HCG20,rs3130668,0.881658,6,30743729,HCG20,0.538245,1.35646e-05,HLA-B,Esophagus_Muscularis
rs3132605,HCG20,rs3130668,0.881658,6,30743729,HCG20,0.538245,1.35646e-05,HLA-B,Esophagus_Muscularis
rs3095334,HCG20,rs3130668,0.881658,6,30743729,HCG20,0.538245,1.35646e-05,HLA-B,Esophagus_Muscularis
rs3130665,HCG20,rs3130670,1,6,30743864,HCG20,0.481153,7.02756e-05,HLA-B,Esophagus_Muscularis
rs3095336,HCG20,rs3130670,1,6,30743864,HCG20,0.481153,7.02756e-05,HLA-B,Esophagus_Muscularis
rs3132605,HCG20,rs3130670,1,6,30743864,HCG20,0.481153,7.02756e-05,HLA-B,Esophagus_Muscularis
rs3095334,HCG20,rs3130670,1,6,30743864,HCG20,0.481153,7.02756e-05,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs3130670,0.881658,6,30743864,HCG20,0.481153,7.02756e-05,HLA-B,Esophagus_Muscularis
rs3130669,HCG20,rs3130670,1,6,30743864,HCG20,0.481153,7.02756e-05,HLA-B,Esophagus_Muscularis
rs3130665,HCG20,rs3132603,1,6,30744200,HCG20,0.456104,0.000112114,HLA-B,Esophagus_Muscularis
rs3095336,HCG20,rs3132603,1,6,30744200,HCG20,0.456104,0.000112114,HLA-B,Esophagus_Muscularis
rs3132605,HCG20,rs3132603,1,6,30744200,HCG20,0.456104,0.000112114,HLA-B,Esophagus_Muscularis
rs3095334,HCG20,rs3132603,1,6,30744200,HCG20,0.456104,0.000112114,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs3132603,0.881658,6,30744200,HCG20,0.456104,0.000112114,HLA-B,Esophagus_Muscularis
rs3130669,HCG20,rs3132603,1,6,30744200,HCG20,0.456104,0.000112114,HLA-B,Esophagus_Muscularis
rs3130670,HCG20,rs3132603,1,6,30744200,HCG20,0.456104,0.000112114,HLA-B,Esophagus_Muscularis
rs3130665,HCG20,rs3129978,1,6,30746331,HCG20,0.456289,0.000111807,HLA-B,Esophagus_Muscularis
rs3095336,HCG20,rs3129978,1,6,30746331,HCG20,0.456289,0.000111807,HLA-B,Esophagus_Muscularis
rs3132605,HCG20,rs3129978,1,6,30746331,HCG20,0.456289,0.000111807,HLA-B,Esophagus_Muscularis
rs3095334,HCG20,rs3129978,1,6,30746331,HCG20,0.456289,0.000111807,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs3129978,0.881658,6,30746331,HCG20,0.456289,0.000111807,HLA-B,Esophagus_Muscularis
rs3130669,HCG20,rs3129978,1,6,30746331,HCG20,0.456289,0.000111807,HLA-B,Esophagus_Muscularis
rs3130670,HCG20,rs3129978,1,6,30746331,HCG20,0.456289,0.000111807,HLA-B,Esophagus_Muscularis
rs3132603,HCG20,rs3129978,1,6,30746331,HCG20,0.456289,0.000111807,HLA-B,Esophagus_Muscularis
rs3129977,HCG20,rs3129978,0.932613,6,30746331,HCG20,0.456289,0.000111807,HLA-B,Esophagus_Muscularis
rs3130665,HCG20,rs3132600,0.881658,6,30746367,HCG20,0.543895,1.81838e-05,HLA-B,Esophagus_Muscularis
rs3095336,HCG20,rs3132600,0.881658,6,30746367,HCG20,0.543895,1.81838e-05,HLA-B,Esophagus_Muscularis
rs3132605,HCG20,rs3132600,0.881658,6,30746367,HCG20,0.543895,1.81838e-05,HLA-B,Esophagus_Muscularis
rs3095334,HCG20,rs3132600,0.881658,6,30746367,HCG20,0.543895,1.81838e-05,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs3132600,1,6,30746367,HCG20,0.543895,1.81838e-05,HLA-B,Esophagus_Muscularis
rs3130669,HCG20,rs3132600,0.881658,6,30746367,HCG20,0.543895,1.81838e-05,HLA-B,Esophagus_Muscularis
rs3130670,HCG20,rs3132600,0.881658,6,30746367,HCG20,0.543895,1.81838e-05,HLA-B,Esophagus_Muscularis
rs3132603,HCG20,rs3132600,0.881658,6,30746367,HCG20,0.543895,1.81838e-05,HLA-B,Esophagus_Muscularis
rs3129977,HCG20,rs3132600,0.822246,6,30746367,HCG20,0.543895,1.81838e-05,HLA-B,Esophagus_Muscularis
rs3129978,HCG20,rs3132600,0.881658,6,30746367,HCG20,0.543895,1.81838e-05,HLA-B,Esophagus_Muscularis
rs3130665,HCG20,rs3130673,1,6,30746519,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095336,HCG20,rs3130673,1,6,30746519,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132605,HCG20,rs3130673,1,6,30746519,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095334,HCG20,rs3130673,1,6,30746519,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs3130673,0.881658,6,30746519,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130669,HCG20,rs3130673,1,6,30746519,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130670,HCG20,rs3130673,1,6,30746519,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132603,HCG20,rs3130673,1,6,30746519,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129977,HCG20,rs3130673,0.932613,6,30746519,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129978,HCG20,rs3130673,1,6,30746519,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132600,HCG20,rs3130673,0.881658,6,30746519,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130665,HCG20,rs3132599,1,6,30748164,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095336,HCG20,rs3132599,1,6,30748164,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132605,HCG20,rs3132599,1,6,30748164,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095334,HCG20,rs3132599,1,6,30748164,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs3132599,0.881658,6,30748164,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130669,HCG20,rs3132599,1,6,30748164,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130670,HCG20,rs3132599,1,6,30748164,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132603,HCG20,rs3132599,1,6,30748164,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129977,HCG20,rs3132599,0.932613,6,30748164,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129978,HCG20,rs3132599,1,6,30748164,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132600,HCG20,rs3132599,0.881658,6,30748164,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130673,HCG20,rs3132599,1,6,30748164,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130665,HCG20,rs3095333,0.988165,6,30750925,HCG20,0.456478,0.000111208,HLA-B,Esophagus_Muscularis
rs3095336,HCG20,rs3095333,0.988165,6,30750925,HCG20,0.456478,0.000111208,HLA-B,Esophagus_Muscularis
rs3132605,HCG20,rs3095333,0.988165,6,30750925,HCG20,0.456478,0.000111208,HLA-B,Esophagus_Muscularis
rs3095334,HCG20,rs3095333,0.988165,6,30750925,HCG20,0.456478,0.000111208,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs3095333,0.871224,6,30750925,HCG20,0.456478,0.000111208,HLA-B,Esophagus_Muscularis
rs3130669,HCG20,rs3095333,0.988165,6,30750925,HCG20,0.456478,0.000111208,HLA-B,Esophagus_Muscularis
rs3130670,HCG20,rs3095333,0.988165,6,30750925,HCG20,0.456478,0.000111208,HLA-B,Esophagus_Muscularis
rs3132603,HCG20,rs3095333,0.988165,6,30750925,HCG20,0.456478,0.000111208,HLA-B,Esophagus_Muscularis
rs3129977,HCG20,rs3095333,0.92143,6,30750925,HCG20,0.456478,0.000111208,HLA-B,Esophagus_Muscularis
rs3129978,HCG20,rs3095333,0.988165,6,30750925,HCG20,0.456478,0.000111208,HLA-B,Esophagus_Muscularis
rs3132600,HCG20,rs3095333,0.871224,6,30750925,HCG20,0.456478,0.000111208,HLA-B,Esophagus_Muscularis
rs3130673,HCG20,rs3095333,0.988165,6,30750925,HCG20,0.456478,0.000111208,HLA-B,Esophagus_Muscularis
rs3132599,HCG20,rs3095333,0.988165,6,30750925,HCG20,0.456478,0.000111208,HLA-B,Esophagus_Muscularis
rs3130665,HCG20,rs3129980,0.953304,6,30758371,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095336,HCG20,rs3129980,0.953304,6,30758371,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132605,HCG20,rs3129980,0.953304,6,30758371,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095334,HCG20,rs3129980,0.953304,6,30758371,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs3129980,0.838002,6,30758371,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130669,HCG20,rs3129980,0.953304,6,30758371,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130670,HCG20,rs3129980,0.953304,6,30758371,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132603,HCG20,rs3129980,0.953304,6,30758371,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129977,HCG20,rs3129980,0.888636,6,30758371,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129978,HCG20,rs3129980,0.953304,6,30758371,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132600,HCG20,rs3129980,0.838002,6,30758371,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130673,HCG20,rs3129980,0.953304,6,30758371,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132599,HCG20,rs3129980,0.953304,6,30758371,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095333,HCG20,rs3129980,0.964973,6,30758371,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131041,HCG20,rs3129980,0.964973,6,30758371,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130665,HCG20,rs3131044,0.953304,6,30758664,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095336,HCG20,rs3131044,0.953304,6,30758664,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132605,HCG20,rs3131044,0.953304,6,30758664,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095334,HCG20,rs3131044,0.953304,6,30758664,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs3131044,0.838002,6,30758664,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130669,HCG20,rs3131044,0.953304,6,30758664,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130670,HCG20,rs3131044,0.953304,6,30758664,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132603,HCG20,rs3131044,0.953304,6,30758664,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129977,HCG20,rs3131044,0.888636,6,30758664,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129978,HCG20,rs3131044,0.953304,6,30758664,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132600,HCG20,rs3131044,0.838002,6,30758664,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130673,HCG20,rs3131044,0.953304,6,30758664,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132599,HCG20,rs3131044,0.953304,6,30758664,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095333,HCG20,rs3131044,0.964973,6,30758664,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131041,HCG20,rs3131044,0.964973,6,30758664,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129980,HCG20,rs3131044,1,6,30758664,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130665,HCG20,rs3131045,0.953304,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095336,HCG20,rs3131045,0.953304,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132605,HCG20,rs3131045,0.953304,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095334,HCG20,rs3131045,0.953304,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs3131045,0.838002,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130669,HCG20,rs3131045,0.953304,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130670,HCG20,rs3131045,0.953304,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132603,HCG20,rs3131045,0.953304,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129977,HCG20,rs3131045,0.888636,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129978,HCG20,rs3131045,0.953304,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132600,HCG20,rs3131045,0.838002,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130673,HCG20,rs3131045,0.953304,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132599,HCG20,rs3131045,0.953304,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095333,HCG20,rs3131045,0.964973,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131041,HCG20,rs3131045,0.964973,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129980,HCG20,rs3131045,1,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131044,HCG20,rs3131045,1,6,30758848,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130665,HCG20,rs3131047,0.953304,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095336,HCG20,rs3131047,0.953304,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132605,HCG20,rs3131047,0.953304,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095334,HCG20,rs3131047,0.953304,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs3131047,0.838002,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130669,HCG20,rs3131047,0.953304,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130670,HCG20,rs3131047,0.953304,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132603,HCG20,rs3131047,0.953304,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129977,HCG20,rs3131047,0.888636,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129978,HCG20,rs3131047,0.953304,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132600,HCG20,rs3131047,0.838002,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130673,HCG20,rs3131047,0.953304,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132599,HCG20,rs3131047,0.953304,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095333,HCG20,rs3131047,0.964973,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131041,HCG20,rs3131047,0.964973,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129980,HCG20,rs3131047,1,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131044,HCG20,rs3131047,1,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131045,HCG20,rs3131047,1,6,30759335,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130665,HCG20,rs3131048,0.953304,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3095336,HCG20,rs3131048,0.953304,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3132605,HCG20,rs3131048,0.953304,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3095334,HCG20,rs3131048,0.953304,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs3131048,0.838002,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3130669,HCG20,rs3131048,0.953304,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3130670,HCG20,rs3131048,0.953304,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3132603,HCG20,rs3131048,0.953304,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3129977,HCG20,rs3131048,0.888636,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3129978,HCG20,rs3131048,0.953304,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3132600,HCG20,rs3131048,0.838002,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3130673,HCG20,rs3131048,0.953304,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3132599,HCG20,rs3131048,0.953304,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3095333,HCG20,rs3131048,0.964973,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3131041,HCG20,rs3131048,0.964973,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3129980,HCG20,rs3131048,1,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3131044,HCG20,rs3131048,1,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3131045,HCG20,rs3131048,1,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3131047,HCG20,rs3131048,1,6,30759426,HCG20,0.456453,0.000110743,HLA-B,Esophagus_Muscularis
rs3130665,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095336,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132605,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095334,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs3131049,0.838002,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130669,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130670,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132603,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129977,HCG20,rs3131049,0.888636,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129978,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132600,HCG20,rs3131049,0.838002,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130673,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132599,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095333,HCG20,rs3131049,0.964973,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131041,HCG20,rs3131049,0.964973,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129980,HCG20,rs3131049,1,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131044,HCG20,rs3131049,1,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131045,HCG20,rs3131049,1,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131047,HCG20,rs3131049,1,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131048,HCG20,rs3131049,1,6,30759489,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130665,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095336,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132605,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095334,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs3131050,0.838002,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130669,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130670,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132603,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129977,HCG20,rs3131050,0.888636,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129978,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132600,HCG20,rs3131050,0.838002,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130673,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3132599,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3095333,HCG20,rs3131050,0.964973,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131041,HCG20,rs3131050,0.964973,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3129980,HCG20,rs3131050,1,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131044,HCG20,rs3131050,1,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131045,HCG20,rs3131050,1,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131047,HCG20,rs3131050,1,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131048,HCG20,rs3131050,1,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3131049,HCG20,rs3131050,1,6,30760025,HCG20,0.456299,0.000111791,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs2517578,0.870398,6,30811265,LOC105375014,0.598629,1.00241e-06,HLA-B,Esophagus_Muscularis
rs3132600,HCG20,rs2517578,0.870398,6,30811265,LOC105375014,0.598629,1.00241e-06,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs2535334,0.870398,6,30812996,LOC105375014,0.598604,1.00321e-06,HLA-B,Esophagus_Muscularis
rs3132600,HCG20,rs2535334,0.870398,6,30812996,LOC105375014,0.598604,1.00321e-06,HLA-B,Esophagus_Muscularis
rs2517578,LOC105375014,rs2535334,1,6,30812996,LOC105375014,0.598604,1.00321e-06,HLA-B,Esophagus_Muscularis
rs3130668,HCG20,rs2535332,0.870398,6,30813249,LOC105375014,0.598604,1.00321e-06,HLA-B,Esophagus_Muscularis
rs3132600,HCG20,rs2535332,0.870398,6,30813249,LOC105375014,0.598604,1.00321e-06,HLA-B,Esophagus_Muscularis
rs2517578,LOC105375014,rs2535332,1,6,30813249,LOC105375014,0.598604,1.00321e-06,HLA-B,Esophagus_Muscularis
rs2535334,LOC105375014,rs2535332,1,6,30813249,LOC105375014,0.598604,1.00321e-06,HLA-B,Esophagus_Muscularis
rs9262617,HCG22,rs9262619,0.995319,6,31022266,HCG22,-0.307963,3.46642e-05,HLA-B,Esophagus_Muscularis
rs55644935,TCF20,rs1107553,0.99372,22,42667473,TCF20,0.742383,3.55566e-13,CYP2D6,Esophagus_Muscularis
rs55644935,TCF20,rs1107554,0.99372,22,42667594,TCF20,0.742383,3.55566e-13,CYP2D6,Esophagus_Muscularis
rs1107553,TCF20,rs1107554,1,22,42667594,TCF20,0.742383,3.55566e-13,CYP2D6,Esophagus_Muscularis
rs55644935,TCF20,rs5758690,0.987463,22,42668295,TCF20,0.691206,5.37335e-12,CYP2D6,Esophagus_Muscularis
rs1107553,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.691206,5.37335e-12,CYP2D6,Esophagus_Muscularis
rs1107554,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.691206,5.37335e-12,CYP2D6,Esophagus_Muscularis
rs55644935,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.742383,3.55566e-13,CYP2D6,Esophagus_Muscularis
rs1107553,TCF20,rs5758691,1,22,42668504,TCF20,0.742383,3.55566e-13,CYP2D6,Esophagus_Muscularis
rs1107554,TCF20,rs5758691,1,22,42668504,TCF20,0.742383,3.55566e-13,CYP2D6,Esophagus_Muscularis
rs5758690,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.742383,3.55566e-13,CYP2D6,Esophagus_Muscularis
rs55644935,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.754079,1.83344e-13,CYP2D6,Esophagus_Muscularis
rs1107553,TCF20,rs5758692,1,22,42669029,TCF20,0.754079,1.83344e-13,CYP2D6,Esophagus_Muscularis
rs1107554,TCF20,rs5758692,1,22,42669029,TCF20,0.754079,1.83344e-13,CYP2D6,Esophagus_Muscularis
rs5758690,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.754079,1.83344e-13,CYP2D6,Esophagus_Muscularis
